0.000000000000000000e+00,1.349486653661500851e-04,8.340801656523002096e-06,6.919526506923395466e-05,1.650613316747551833e-06,6.917948262695766653e-06,2.202126986251931221e-05,5.906519723005628303e-07,8.149577999876049116e-06,1.215138943300102763e-04,6.050728736574007742e-04,9.949264121983637202e-05,7.154165161357617841e-05,1.035750775948085830e-05,4.854493584439874163e-05,2.746630314741816824e-04,1.580626010583646387e-05,3.475302637651727093e-04,2.903214277207218108e-04,5.415612341736828058e-04,7.220286083634443576e-04,1.452694959054408345e-05,5.377682290732835541e-04,2.928762229380953315e-05,6.858790156596355320e-05,3.077994257423099351e-04,1.831222977300648582e-05,6.563998702052080240e-05,3.080587725491952962e-06,4.378486643196838573e-04,4.160197817359559321e-05,1.741411115234437444e-05,6.099089708553444029e-04,2.267483531539920370e-06,8.181540498069879886e-05,4.156405762458575070e-04,3.014404057070249284e-04,2.697076359223258635e-04,1.825773146089483328e-04,9.262618458274285242e-05,7.127601635460885637e-05,1.229787029803174720e-04,8.014958251062304977e-07
4.158689360362143554e-05,0.000000000000000000e+00,1.821863382791821456e-05,1.393092815766710547e-03,3.214211626667173741e-05,1.721638916820172568e-05,1.927009156688956889e-05,2.937675064391784945e-06,1.435054217907098886e-05,3.474191191617024936e-04,1.072605662336204837e-04,2.057680020116111133e-03,1.684005152450873026e-03,2.775330896863593394e-05,3.514695156277476175e-05,1.438449401903496875e-04,2.462071319825597784e-05,6.324362915248459038e-05,3.216025872186512290e-05,1.245979076876389252e-05,2.713364073718204050e-05,5.114014936781773767e-06,4.324081068820512350e-05,7.015051189322183214e-05,1.679289832998432372e-04,4.102224920693934955e-04,4.950793267487349223e-06,1.925110195823623570e-05,1.410581406673458519e-06,1.817144254560340325e-05,1.210923287681932340e-05,6.715210607583105668e-06,1.730006710904374834e-04,1.280815973685273908e-06,6.888931608177318450e-04,9.953033108978026275e-04,7.812876438307360958e-05,4.738233936469713224e-05,5.804898034298662339e-05,2.606562685287022846e-05,5.629829659542664352e-06,1.733703356408114108e-05,4.542576016734498754e-07
2.544243266307866832e-05,5.773533486291197134e-05,0.000000000000000000e+00,7.190363386531098053e-05,5.375217615927708282e-05,1.681400420014007510e-03,2.545343632749032478e-05,7.909846308438725704e-06,3.895141285275010180e-04,9.137591018140461168e-04,1.577676094500340547e-05,3.748766920849730101e-05,4.884758217085455410e-04,2.523858545598126261e-05,9.192954121243822416e-04,1.016218853151606233e-05,2.045448934892452140e-03,3.009449178144422152e-05,4.019906001786360296e-06,2.461609667205488686e-04,2.559405631389598539e-04,1.363564599838587490e-05,3.798291525872967323e-04,1.218982937053912057e-05,2.291209248195163868e-05,3.241366796468448947e-05,1.000435023377844920e-05,4.060736506126908245e-05,9.352375048898626289e-06,3.546165501711012302e-05,2.109580620815920256e-05,7.170184639141979758e-05,1.295069506674282253e-05,4.184294562784113938e-06,1.902844269592320850e-05,4.326255675503804844e-05,2.551586290290323790e-04,6.541166440552532177e-05,1.113688702765747770e-03,4.350508715402586266e-05,5.649138072161279692e-05,2.595099990835564980e-04,3.506309841956563004e-06
7.505102484065685850e-05,1.976005171524651549e-03,2.127382246982268169e-04,0.000000000000000000e+00,8.411936001402581893e-05,1.428847215713294303e-04,3.048156188592329578e-05,5.452470838025448452e-06,8.633519766678135943e-05,1.313957631827733724e-03,1.452447141404845075e-04,1.065794867128356431e-03,2.411255116243925679e-03,4.645325108872280881e-05,2.499948385106197358e-04,1.437752317922861146e-04,2.369869008473442413e-04,1.542686671698150478e-04,3.829065155177486840e-05,8.330495352768446443e-05,1.325746645173595634e-04,6.828885130249712104e-06,1.912562438845204346e-04,4.748881406304742363e-05,1.105504013255951965e-04,6.570666219543596373e-04,1.506146345336108846e-05,5.660628381478791468e-05,4.343374133197563525e-06,5.872284674564722895e-05,3.355169652940905820e-05,2.754583334863602013e-05,1.325306486883314101e-04,3.265407222261839321e-06,5.643637304789326766e-04,5.592330849017840798e-04,2.992642183187797615e-04,1.593583873303594512e-04,3.274266952987112578e-04,7.314804547767572783e-05,2.283706436960881349e-05,9.227568468195796001e-05,1.440641515004442216e-06
3.524943043801288388e-06,5.041741517032178025e-06,4.211132088909605372e-05,1.120029042222863402e-05,0.000000000000000000e+00,1.110051491754076615e-03,1.546762412897063628e-04,2.604047842943834484e-03,1.052486901025607904e-03,1.361852122730613634e-03,1.048094798979158809e-06,4.503917005639615696e-05,3.327737929742665985e-03,2.541919993188763126e-04,2.050116736780816621e-05,8.265376055543033196e-07,1.054380913158271382e-03,2.780754286883709155e-06,7.486975505129046354e-07,1.747181024715221453e-06,2.482422032829318553e-06,3.647189099529760608e-05,3.381210123157589953e-06,1.808202550676084802e-05,3.816461607976001137e-05,1.536622400705968903e-06,2.182525950979563291e-06,7.277582226931992833e-05,3.471062893451868009e-05,2.202350296023381060e-06,5.137898795982455244e-06,1.428428656289686298e-05,1.244675718693265475e-06,3.708486112905573685e-05,1.204406581906492022e-06,4.729815441566561805e-05,8.232045177048364734e-06,2.154067757945293091e-06,1.050731249299012050e-03,3.239796294652856097e-05,1.858697197183110296e-06,2.175800045536083386e-05,8.426945611403814610e-06
6.005366508541380453e-06,2.358976664386196369e-05,9.578533486364662055e-04,2.976016858339213577e-05,5.246466858461950808e-04,0.000000000000000000e+00,7.602951278649614007e-05,4.179638273973760730e-04,5.551862365184741244e-04,1.408898769744765115e-03,3.909507691150990883e-06,3.390746022084607103e-05,1.637031241182401904e-03,1.214079102921157452e-04,3.617696969978149990e-04,3.083546671309456494e-06,3.156018450977974166e-03,2.331403574364635184e-05,1.222056473056029843e-06,8.327719963655385227e-05,6.225221840540819259e-05,2.394070506049304295e-05,5.244621213694904474e-05,1.666774540341304730e-05,3.335632268838326759e-05,1.273756890875797178e-05,6.693121111748985868e-06,6.177316978794231128e-05,3.216225361300683780e-05,1.013678051742474597e-05,1.441725169431190497e-05,7.434103893856283543e-05,3.625231120210839898e-06,2.581621508239472298e-05,7.423233241908930850e-06,4.464923520478718456e-05,1.268217073554780896e-04,2.073406377250875649e-05,1.376553848050127713e-03,4.183295433752130961e-05,1.224849488042362297e-05,1.437874944200591583e-04,1.067901034704615578e-05
6.198757116453987347e-06,1.232626948202134701e-05,3.503825994361318714e-06,3.457364193449682751e-06,5.827482071118276862e-05,3.032100324023411715e-05,0.000000000000000000e+00,2.798301430104365643e-04,7.212686996690803057e-06,4.591233268886272932e-05,6.522328282169543068e-06,6.509382086798961111e-05,8.715530484791224721e-04,1.005497723436849216e-03,1.384122656148396607e-06,5.279463733184779036e-06,3.446176674143995415e-04,1.279618131480246521e-06,3.662142502512984188e-06,2.087341790536475183e-06,2.973787823870224491e-06,3.262791871709008057e-04,2.534394407158595878e-06,8.920495740559899556e-05,1.773678930225455850e-04,2.380778378204511295e-06,1.791283761886081473e-05,1.347570929229943292e-04,5.523679995204514373e-04,9.411763984264404556e-07,5.482330341498534306e-05,5.711860059691081857e-05,1.312762655430816146e-05,3.838534410515903226e-05,2.332136549856164808e-06,2.086121128293796836e-04,1.615245168738976699e-06,9.743213124706620629e-07,1.595998510486772647e-04,5.768507597676410617e-05,9.081318074668410541e-06,1.065091472258982610e-05,3.177758478499701487e-04
3.764808459699658342e-06,2.128963739998427524e-06,1.053390629942754850e-05,2.468492639128777213e-06,1.302462905845057275e-03,6.639089957833987183e-04,2.705473469793602797e-04,0.000000000000000000e+00,3.375559548219807748e-04,2.114343620025012263e-04,6.860113491319366674e-07,1.433676593144317090e-05,2.041654844785457251e-03,3.267959101681735807e-04,3.070259098634059776e-06,4.359150123451758918e-07,4.355331799913255905e-03,9.090301825617191166e-07,4.331041082909986517e-07,9.953136413324803993e-07,1.688230516466183577e-06,3.184614165638382458e-04,1.849603554756600130e-06,1.180023933323713319e-05,2.481187461263250428e-05,6.622837861490777401e-07,1.387024133467544186e-06,7.285608676889112581e-05,2.924582578069241353e-04,9.539063394744929323e-07,3.734017559259980683e-06,1.441974340111571781e-05,8.282185845943276945e-07,6.324582965624928196e-05,4.086883745670856663e-07,3.008972692321399146e-05,1.577550627740370627e-06,6.726551232780751792e-07,1.557566940267833024e-03,2.536056555930008347e-05,1.512098220791788184e-06,1.102901210723256874e-05,1.056225408532352714e-04
1.216202668466493146e-05,4.446513904993621981e-05,4.187248889686629892e-04,5.383603236980979235e-05,1.027338984079861255e-03,1.280238792591717467e-03,7.805303380160752902e-05,6.160293349262059440e-04,0.000000000000000000e+00,2.692275620221749443e-03,6.177701925802029502e-06,4.650570938497580596e-05,1.602019496525083518e-03,1.320459269765698179e-04,4.918599209879834493e-04,4.804455641647815708e-06,1.570337853084108554e-03,5.907371616342941710e-05,1.760391878568099160e-06,1.120153151465544731e-04,7.612877261696021018e-05,1.353412091426050667e-05,4.661922534996537480e-05,1.996872331370125444e-05,4.081624580149042554e-05,2.362818622811147526e-05,7.966071229017517892e-06,6.851932246514220689e-05,1.817640620248644212e-05,1.550495587321005158e-05,1.640523528267923058e-05,6.955345167262710503e-05,4.752038948868957365e-06,1.876138371499006172e-05,1.306630090293905528e-05,5.585797080096205694e-05,2.138911008886443244e-04,3.280153671897649315e-05,1.173324923277137364e-03,4.715011159751043547e-05,1.347420484606241669e-05,1.537676826858092982e-04,4.283425445374942750e-06
9.738358432907484455e-05,9.563557549949040391e-05,1.566894840526112027e-04,1.377915501736418698e-04,3.482892423542685969e-04,3.303794685713136968e-04,3.731587055067354507e-05,3.922456003961962161e-05,2.998996837616209549e-04,0.000000000000000000e+00,4.018223173766989533e-05,6.872250671266516434e-05,1.608851938167998917e-03,6.176397877811583270e-05,3.145399180004247188e-04,2.166739545676421588e-05,2.652016357382596268e-04,1.465450011294006777e-04,1.426732531880202364e-05,1.802749207183992430e-04,1.285250110017855220e-04,6.170701284846908492e-06,7.666794390619484020e-05,2.167208356416231574e-05,4.438511238367020992e-05,8.989744936871248474e-05,1.164340180240611223e-05,6.628533184743956228e-05,8.777184023089917384e-06,4.151768673986546359e-05,2.201725634133623905e-05,4.107314020403688868e-05,2.798853060815469093e-05,7.891257778895391847e-06,3.958474046455229603e-05,8.150449860560634457e-05,2.433790030755787748e-04,7.624440261711763441e-05,6.697158421460017858e-04,5.548824227015350472e-05,3.223907448185534262e-05,1.724009997475546693e-04,1.447158576933084473e-06
