,region,ss_z,ss,ss_k,ss_null,ss_null_mean,ss_null_std,N
10,RSPv,1.4204056214069665,0.2442718276485931,3,"[0.19305917669400058, 0.1793312831915473, 0.2090471541478723, 0.1627813152570213, 0.24441323196138817, 0.23403824117415414, 0.22554574848181064, 0.21465062197518014, 0.20949401202860915, 0.20524906416761515, 0.2102015257597227, 0.18251251386070028, 0.2027241036329531, 0.18745906586312333, 0.20723167020434366, 0.2153961623902936, 0.18660518717316044, 0.18009129750033126, 0.2104687117722413, 0.21811290063099453, 0.2175705029103441, 0.23687458428055988, 0.18458459309319195, 0.2017320439633956, 0.1950166094654788, 0.22566077798679693, 0.21010287091705956, 0.23363005614649862, 0.21578562510998614, 0.1883573674606626, 0.25326610708968433, 0.20404734684196513, 0.2275540278797775, 0.2204502758425437, 0.23958335777470452, 0.24545668478687904, 0.20105539258049673, 0.17889136485300305, 0.22607223740251198, 0.1964178761479762, 0.2118694401505191, 0.20520464274742942, 0.21016576895144032, 0.215369089368911, 0.19736632488785907, 0.24362425059165982, 0.18824373259719507, 0.26774848714543237, 0.2198352951564446, 0.17352463061722675, 0.21961602066875777, 0.20840012547103381, 0.20874252295708692, 0.23516200609196677, 0.1898076770524545, 0.19205277853032576, 0.20105788949712203, 0.18975438026376748, 0.2079445768375657, 0.19305732194353345, 0.20777415537051444, 0.20953527447811146, 0.20261701232828652, 0.20493643857176969, 0.20090881343074804, 0.18014214087638158, 0.21378837922999608, 0.21177074224535544, 0.2536768028097917, 0.24067839757874587, 0.16363815745939633, 0.21229202013604415, 0.2383021038645105, 0.21811275538054234, 0.2276101715970602, 0.22490382776510795, 0.21831890762203646, 0.22121863152140991, 0.27474538725021036, 0.21972812002078543, 0.19272445058296106, 0.26063396177794385, 0.22119714196543394, 0.21451131063802018, 0.19659807006813557, 0.18897872241586008, 0.1927296939176577, 0.1943832289418627, 0.22252944816901654, 0.2272481237006859, 0.1929346453822371, 0.20233969466994411, 0.23207480531240582, 0.18192088412288268, 0.22985337615766194, 0.18820186598801233, 0.20812763859738126, 0.29377938742024645, 0.19365503227459296, 0.22990399746218376]",0.21168093371030244,0.022944779608805064,51
11,RSPd,1.1138609326482314,0.23215223184481545,3,"[0.17505330183066112, 0.21382622375734373, 0.19969437620826674, 0.19812875228952762, 0.2118069455530667, 0.2254990408468214, 0.18802732542513811, 0.21118808058688665, 0.2184537016169734, 0.1991269415022606, 0.1840304171700011, 0.20180522121699196, 0.2048190459003044, 0.20724192328967447, 0.20112593419137495, 0.2151392825584392, 0.19800391251679728, 0.20756939938716448, 0.19666131218160623, 0.21363679829649082, 0.2237312139998827, 0.2231434731077233, 0.18516746236855303, 0.19852198606248905, 0.22172337865265088, 0.20893946297919946, 0.24084957029170664, 0.19528303307044403, 0.19503591404576606, 0.2535570343233369, 0.21324670546049462, 0.25893575166217536, 0.20217910167161135, 0.23236692882126408, 0.19575864847083058, 0.24243889718800263, 0.24101237172284115, 0.2000883985395358, 0.23358018541521644, 0.2126301900142059, 0.20133828371951065, 0.21023949859856156, 0.21107626811298752, 0.23181917753705897, 0.21433825201284024, 0.20243538885257953, 0.22252182251503477, 0.20758973331463715, 0.18464207607274433, 0.2113983931649116, 0.2425744700988103, 0.22595907227163375, 0.21759547486250486, 0.20439097473892898, 0.22216420020328165, 0.21291459921408745, 0.24295343511980666, 0.18479013066464856, 0.2708994294943758, 0.19416620968087162, 0.2049107952680636, 0.24321327734203363, 0.22637586455558245, 0.19635392453100206, 0.2017157935501252, 0.18157196150435756, 0.1961513107891262, 0.20683391469761836, 0.2073552988229198, 0.2139391400816445, 0.16874176249491646, 0.23089614499455655, 0.227310443853452, 0.20957785114733868, 0.21792989783498432, 0.20424503406699956, 0.23752344785112076, 0.2033563150884458, 0.22831795203625538, 0.19382162445465187, 0.20781797607557426, 0.197283618820245, 0.19855546510427874, 0.2155645807209709, 0.20476533784185313, 0.17929397504913758, 0.21320550169562386, 0.2338837019796577, 0.18984368686003067, 0.2140400449364694, 0.17957655092155778, 0.20521327835203113, 0.22998227839178853, 0.20544981029097384, 0.1967160010596565, 0.19406080880093382, 0.22031974967783202, 0.24796848854891262, 0.2276146388248158, 0.19688451723545675]",0.21123016300596528,0.01878337611599991,68
12,GU,2.746951579007895,0.2277889447591165,3,"[0.17356171494527592, 0.18085040575254144, 0.167011369629672, 0.18959005630522227, 0.20359948336302028, 0.1862835667896868, 0.2132020405160885, 0.17008832569329502, 0.19196288319046173, 0.16257315245993362, 0.1885035846056365, 0.17239979072531258, 0.1970548800886036, 0.19116088202524997, 0.19866630145043201, 0.19205778812902966, 0.1852256394103844, 0.19372855752669327, 0.2211597113557562, 0.17963512594500483, 0.1888102686556561, 0.18682988180224988, 0.1895044934356862, 0.20668680860139652, 0.17121462582875335, 0.18629802425178774, 0.21352378145250092, 0.18986029445542615, 0.1840929240726295, 0.16797571224769547, 0.2095380602964659, 0.1979340262032526, 0.2044325274762398, 0.1995824213803663, 0.2055594073711765, 0.18803909840397925, 0.15362414518641876, 0.18398129529365534, 0.18209826875611657, 0.18291549543895233, 0.16377994544726202, 0.17515741574386207, 0.20465119068103385, 0.174004023070523, 0.21389598765788267, 0.15894833332484742, 0.18367808216616738, 0.1908473915148721, 0.17713305971939883, 0.20130246441400151, 0.19625256730582039, 0.16281060480531245, 0.2224324795234038, 0.19658219456742237, 0.20164931039136594, 0.1925762300798051, 0.1760161457734664, 0.1809128416470913, 0.17106170065109272, 0.16414400166345508, 0.19018345543337684, 0.1749252325665003, 0.18319041740678094, 0.18113841637916958, 0.19633419451350403, 0.19394391247853876, 0.19217181420075738, 0.18204630430674595, 0.1963043341819321, 0.17191375429703137, 0.22284101902240633, 0.17755933338242938, 0.17050954792821135, 0.17216458040479773, 0.18222418470343282, 0.1798634894321228, 0.17120390882399064, 0.19028842993400144, 0.1931299645080972, 0.1731177512474642, 0.19380665990727056, 0.16667471600332995, 0.17802455855106525, 0.17183329503906852, 0.17165059964466545, 0.17679334631693883, 0.19466242604661815, 0.20829582993490528, 0.20408406459533818, 0.20420044721844235, 0.1929167589194034, 0.15936739075309156, 0.19427079590157312, 0.1910785726971162, 0.2024061513101568, 0.2013021927723779, 0.19501748828570273, 0.18226869655195305, 0.19876796604141964, 0.17103055241769002]",0.18712159344725213,0.01480453882865749,76
13,AId,2.349653299692947,0.18102867259027688,3,"[0.15390532392488634, 0.1618593141370502, 0.17356641229641193, 0.16640943396532895, 0.1561792411422937, 0.14933615929068872, 0.15253918764105814, 0.14578926139974, 0.16440956036352233, 0.16960461198440555, 0.16262785048845713, 0.15222258423900273, 0.17254270812747283, 0.15722903145562908, 0.16938522575693052, 0.170361677066204, 0.1587569775560794, 0.16081485283992789, 0.16565743688637677, 0.1534973681493486, 0.16590260330167142, 0.15991105014381554, 0.15444652939523287, 0.16247403938056926, 0.16448395702898042, 0.15666838639752662, 0.17349454699518502, 0.1827074809989368, 0.17345205347798315, 0.1589903705730917, 0.1734986014345752, 0.1452928428277136, 0.1592239613249235, 0.17489401067070307, 0.15857692497062276, 0.1629148431282478, 0.16931287469827855, 0.16081196559043864, 0.1594847557657687, 0.14355399377496258, 0.16376260375138055, 0.15960541496489938, 0.16830624143882877, 0.16267510040936894, 0.1669802887933418, 0.14497991227228055, 0.14768055427354065, 0.16277361972781523, 0.15708390109579504, 0.16433811740080637, 0.1622482400281145, 0.1599179722023022, 0.16906521580817113, 0.15903445048423656, 0.155595328972327, 0.1689737659932033, 0.1661677813688926, 0.1681485744534243, 0.15333924541030683, 0.16504140973604886, 0.15469596053841253, 0.16369387419705902, 0.16150838657176578, 0.14551098908066104, 0.16828057873565677, 0.16213058999394758, 0.17818872729022786, 0.14471452603892548, 0.17022485471510812, 0.16032526029556865, 0.16812848525181862, 0.15984818155391986, 0.17772551786001842, 0.17182467349500813, 0.1563102734697262, 0.15322074927152676, 0.16117578884023132, 0.17152748683441266, 0.16118478545096934, 0.15646528475522659, 0.15485092620403162, 0.16158878645948874, 0.15281937749134317, 0.15967264442323267, 0.14765470296152197, 0.15828059712043777, 0.16313622349891804, 0.15426464312341198, 0.1617860206157414, 0.14979363565043366, 0.14933498948453228, 0.16179171310263224, 0.14969890468367025, 0.17102642354113662, 0.14753622520345253, 0.13798236316795898, 0.1734749205093027, 0.1533709626520146, 0.15286969074112144, 0.15279967395646485]",0.16062926148006162,0.008681881328143628,139
14,VISpm,0.5036097564954964,0.19429498640478302,3,"[0.16455658167729206, 0.16905240819428172, 0.20087913852125738, 0.15658045739709772, 0.19859718733185328, 0.18477063680694483, 0.19351059818069438, 0.18043840584322404, 0.16884376429894693, 0.16657268072790155, 0.2029682168684581, 0.17141444002209202, 0.17149385482698365, 0.1758401782077267, 0.18179070357142482, 0.189981781728277, 0.16140442891234305, 0.20446361210743097, 0.22458677463365087, 0.17301416506118864, 0.17539819372531365, 0.2046579199041841, 0.20299992725877677, 0.1993872337014901, 0.18624316273495892, 0.19664939544828205, 0.19241196366907468, 0.16090977170217677, 0.20380394841576557, 0.17910300777985833, 0.17673974148582286, 0.20445668806518116, 0.20416528185503477, 0.18385493859990876, 0.15584409388526585, 0.19851154093440024, 0.17726157514510546, 0.17576362343116755, 0.17546355850689146, 0.1807265431525252, 0.1848075464157232, 0.20701811282508564, 0.160362023451856, 0.2153460213348354, 0.19775225019956985, 0.1982798947879706, 0.18172317820560546, 0.17457890440707752, 0.20362904353944092, 0.19466797754977364, 0.15381389970180573, 0.15607940687959562, 0.22395878599576807, 0.16457113310044855, 0.17465044750146425, 0.15469607429722462, 0.16061887112882617, 0.1738029745455993, 0.18805788571659415, 0.19693524569765405, 0.18130636395875185, 0.17228493685642826, 0.1691438284851576, 0.19013605186648733, 0.18846160174981796, 0.1881889187155547, 0.17418783764670234, 0.22075829769691252, 0.20050978246013018, 0.19434235802674066, 0.2026084894631988, 0.1927184023320994, 0.20983846440118348, 0.18598833458144293, 0.18952806811182352, 0.20570562115838947, 0.1865760880633819, 0.17756538795569757, 0.17660932133735, 0.19686362404873697, 0.17718603271417563, 0.16246033349223474, 0.17565470374628664, 0.18354060528003513, 0.1816832708855395, 0.1728584387399573, 0.17500190555248443, 0.18174984057902788, 0.17878077427569966, 0.18769469109674816, 0.25711749717068594, 0.1762706666856471, 0.18605351128900177, 0.17439134653709512, 0.21275948064692446, 0.17047512071877632, 0.16934937610285788, 0.21507005182048958, 0.18565703660622723, 0.16630770862166094]",0.18533845973079713,0.017784656787255833,55
15,PL,1.8915637298581782,0.23293114582579336,10,"[0.17430857652569762, 0.1971038554194521, 0.1876201427127238, 0.18715581675598697, 0.2147630792914788, 0.21302773849297046, 0.22360421828175597, 0.20003358645653754, 0.19341418045977482, 0.18481540583552453, 0.1966466021293539, 0.20400440617239282, 0.21115984422726114, 0.20225633109391888, 0.20307173286202232, 0.20830568459996096, 0.22397026417215704, 0.2158347953408925, 0.20754918374278972, 0.18923106629329448, 0.21690150028520713, 0.20486661424884023, 0.23110753648276372, 0.20422648344235678, 0.20590871628050245, 0.247982741144182, 0.2100578830973185, 0.19694966513774104, 0.24050212088333023, 0.19317832995216927, 0.22365361635762754, 0.18699288386378066, 0.2100038396171146, 0.221201100836673, 0.19363954154251042, 0.19962571081939162, 0.1992411548639121, 0.20484925008049054, 0.17343796177295573, 0.19517444251843952, 0.1981478215516148, 0.21965478288382778, 0.21851117954738877, 0.19304422352974562, 0.17262534055506745, 0.1942337195481481, 0.1964955443671112, 0.2289860072704938, 0.19843169403593824, 0.21955307453766895, 0.21894191848138114, 0.2052123763298659, 0.24509083593501108, 0.2066875606651383, 0.17605576194760242, 0.17992545982977853, 0.18912390819318847, 0.20832208513937753, 0.19952526195693054, 0.18428133657283655, 0.21609686111514165, 0.20022499356289672, 0.20321991215520044, 0.2109625070412588, 0.22474084555219412, 0.1868936873303622, 0.20083091838041348, 0.20746972166941915, 0.1720720923007954, 0.1986377252111681, 0.2139863348434697, 0.20566417435301224, 0.17730784252018075, 0.2078312347509818, 0.20077858986724412, 0.17096912646886048, 0.19916461031661917, 0.1909860841424118, 0.2032294844183165, 0.19737416535076355, 0.1778126368147511, 0.20914060495865244, 0.22048602478746138, 0.22189189930970513, 0.18089073411803822, 0.21617647675025314, 0.18727471586735642, 0.20105373373458546, 0.21090902942182269, 0.20553559381760542, 0.2122263015581288, 0.20649954470684556, 0.19956224527493538, 0.23123298973607173, 0.19691249117264248, 0.18480034911261073, 0.20975737768094566, 0.19950440225234783, 0.19384369037714871, 0.21910789776061432]",0.20323287147534605,0.015700382641971024,80
16,VISa,1.9580632694468667,0.1675606039935485,3,"[0.14911090976934607, 0.15919828475247133, 0.15364185706729025, 0.1495758221236508, 0.1653766400182193, 0.16190512233575363, 0.16053969561399786, 0.1613691040224063, 0.15735162385153892, 0.14849272504671954, 0.14815454699995206, 0.14933729868153292, 0.1607575079545862, 0.1597448888848879, 0.15528091100932054, 0.14440132141953352, 0.1679482835293897, 0.1528467879829523, 0.1536204317877187, 0.1502880888638743, 0.1528347509172666, 0.15840047121355716, 0.1536852089273196, 0.15610354290279277, 0.15544057097569008, 0.15708942834879625, 0.15608487054338924, 0.15644351204228513, 0.1474672795023149, 0.15921213947301283, 0.16794325392423115, 0.15085536201116073, 0.16266273920867835, 0.1411495568368938, 0.153219917468526, 0.15256221885121576, 0.14937458257545388, 0.15139949925240345, 0.1478375294592586, 0.14767975429854627, 0.15077449658792103, 0.15343789186035714, 0.16000032538710757, 0.1535043874564801, 0.15919739185801338, 0.14621972989923665, 0.15467011712613776, 0.14640600075948787, 0.159878678064204, 0.15833861854877368, 0.1531809472312622, 0.15299916635781727, 0.15002601015457703, 0.14792043346744757, 0.15136642488723473, 0.14911483398423364, 0.16041184798449282, 0.16799510842876014, 0.15545491916954973, 0.15217053030594008, 0.15038547799542154, 0.15589562171348428, 0.15303144252564932, 0.1561182862234703, 0.15588266258746084, 0.14955315284837756, 0.1589468624118365, 0.15529050886651113, 0.15379061854276707, 0.16403449226249067, 0.15603352279383, 0.14334369735518768, 0.15825725761659562, 0.15945411289854988, 0.15839060245704736, 0.17585008604543118, 0.15612488381368309, 0.1438218420483262, 0.16056048097818043, 0.1480503171853604, 0.15844246915473506, 0.14508149244866464, 0.16672736785732437, 0.15816135577639004, 0.16629049119242187, 0.15884698725574156, 0.15410882370690349, 0.14022621573819832, 0.1521226482627562, 0.1535792894998891, 0.16067755097132502, 0.16077595810541212, 0.14664063879344563, 0.15522590474085007, 0.16187081775516218, 0.16258811063720754, 0.1617822198425712, 0.1543130914737631, 0.1537662042591261, 0.16148789192092494]",0.15514987358529445,0.006338268329684749,316
17,MOs,1.6897554308866738,0.16383473011558322,3,"[0.14467824014265684, 0.14964815066840367, 0.15251223425926036, 0.15787971468202266, 0.15995297257342106, 0.15366156624370522, 0.15806844388419988, 0.1568549243005098, 0.14868694556035225, 0.16308445599086224, 0.15757734013554162, 0.1518089417518206, 0.1432762982727756, 0.15017894597964412, 0.1458091647436771, 0.15408940250529554, 0.14437634274565828, 0.15284932093899198, 0.14362056946334884, 0.15324683656898783, 0.1623952194236857, 0.14677613380930346, 0.15326443379041724, 0.15382369519035452, 0.15238985181745635, 0.15918400445286557, 0.16058945470389063, 0.14692881868390528, 0.154958263769002, 0.14573550515032685, 0.1435703635175647, 0.14259216037652905, 0.1452041615845319, 0.15090764188517655, 0.14197290636724577, 0.14822725136554601, 0.151055995105252, 0.14153263756348708, 0.14805208702497938, 0.14616571657112884, 0.14972839051639197, 0.14471660806245493, 0.15652422590200898, 0.14057566916292022, 0.1388409488847828, 0.15096470182084673, 0.15639854378662538, 0.15315137351759453, 0.14975149815173708, 0.14799391109266408, 0.155683874780976, 0.1469592948216922, 0.14484455448178116, 0.15192946248879702, 0.14490192830390822, 0.1484787595789652, 0.15139272679423146, 0.15152907761437456, 0.16771067574667894, 0.15845296835473233, 0.15724857218485155, 0.16502504963403822, 0.16283635596757245, 0.1571276555135319, 0.15848334269990566, 0.14940381453460846, 0.1508813564763921, 0.14903698692448047, 0.15688788293321543, 0.16292081169344816, 0.16685696046267817, 0.14647792617024205, 0.14021801643216975, 0.14920983542820718, 0.1552176473000662, 0.16124855189548182, 0.14897533554533568, 0.15832542720218346, 0.1711799555822811, 0.1581065456822224, 0.15965149203952766, 0.14598113486454356, 0.16075674194849365, 0.16047871952318352, 0.13841745636977548, 0.15939969888059888, 0.14929452032813212, 0.14145761673376236, 0.14325145293573635, 0.13983779623607356, 0.1472030588402385, 0.15083292082238414, 0.16454142208039577, 0.15156524568562177, 0.14999469578257005, 0.15372423493581458, 0.1516354089360264, 0.15931599613798555, 0.1496344914302423, 0.14436255440055945]",0.1519472099660253,0.007035053672424143,383
18,ORBvl,-0.8618863635818469,0.1741559272192686,5,"[0.17727960485229866, 0.17867343919716835, 0.1803433249581527, 0.20239401266944687, 0.1876142236273706, 0.1807669326180277, 0.1673379523219575, 0.1772142663601664, 0.16492517925755523, 0.17602299662232182, 0.16766973196728907, 0.19664922934586548, 0.19448212053817365, 0.18690401780785085, 0.21756208317573728, 0.18436225903880016, 0.1767515398394558, 0.21685251996428492, 0.20921227216648622, 0.18203849902172844, 0.22338913628060791, 0.16500230372866453, 0.21592537379440155, 0.20120732085536153, 0.18074685735752383, 0.20922088282393325, 0.18387750355816598, 0.1873066329859662, 0.19848939351815256, 0.18954041351613038, 0.1684690648031618, 0.1971258541990425, 0.21783493174326038, 0.16750920577283185, 0.2287579514740233, 0.2046834215645969, 0.1767343156202835, 0.18454199060838722, 0.18141116847636718, 0.15338553872542132, 0.162753155184406, 0.18446408151586846, 0.20079988891396436, 0.16532026275119413, 0.18470974900194767, 0.17661866686246352, 0.18728361468056512, 0.18595984471361635, 0.225922917881083, 0.1794321725936388, 0.18204981451776917, 0.2116264630976573, 0.1833704764856537, 0.20990002700546975, 0.20825044151023606, 0.19346102235017182, 0.1917442809805085, 0.19758298679595349, 0.1834473327493045, 0.19502901305698786, 0.20271795966487818, 0.18255151445108805, 0.19039012651120418, 0.18221478348277462, 0.18700725746889682, 0.18656518915048456, 0.1955433115242368, 0.19569620713573663, 0.16441318830602153, 0.1781092232558134, 0.19025910062612494, 0.21786762499459006, 0.19968341359701247, 0.16680276637854852, 0.18409286661326812, 0.1896957985692466, 0.20594903760529157, 0.17782767122976773, 0.18435061086740798, 0.17087893438686866, 0.18939848420915353, 0.178810258879587, 0.16117029256607954, 0.1951720943035718, 0.22523367893278565, 0.1905356827527139, 0.1751620034374098, 0.1837005708971836, 0.16463071745991711, 0.17504963164180543, 0.1777682053170855, 0.17820203702747808, 0.17677493960383855, 0.17495418297753124, 0.19690372452770588, 0.18486783900049825, 0.18204832223907616, 0.22888813249938136, 0.21008733575804817, 0.1687106059088901]",0.18840627005163882,0.016533899867203293,70
19,ACAd,-0.7373298421079711,0.17358256594569677,3,"[0.16642397512005713, 0.18351408018091664, 0.174627953166522, 0.19708805036230212, 0.1757599965334449, 0.1639308670415561, 0.17344486818606672, 0.17675369345126088, 0.1644116477995583, 0.1760294733705615, 0.16984493423491653, 0.19308806344483181, 0.17370292927444755, 0.1846668890229465, 0.1985326202246331, 0.17049766726416285, 0.1834378878009078, 0.18437361441874345, 0.18940801051916528, 0.19330309375947807, 0.20811161805845685, 0.17781364990323165, 0.19432584334814998, 0.17299779760493417, 0.19805887699241598, 0.17458589134664967, 0.19331376631942215, 0.19094834190112364, 0.1932475699793201, 0.18890422142938387, 0.19247902200403674, 0.20183803632304245, 0.1754122557118496, 0.20008162610177566, 0.1950567968274079, 0.18703002593060258, 0.16347952707063237, 0.17939050863067169, 0.18273490431725747, 0.1731747701650966, 0.1792635254929021, 0.17795077062558512, 0.18532417144534882, 0.1855364418453291, 0.2008012725850105, 0.16467328934650946, 0.186336991339891, 0.18717065599715488, 0.1718275183775308, 0.19871335208080695, 0.1862372975747801, 0.17638096332979192, 0.1716795891718491, 0.16116605090893607, 0.18856399880473299, 0.1802400646070931, 0.17736220432517283, 0.1792180192302473, 0.18008932409867148, 0.16649934244187053, 0.18694374070536804, 0.18471682807144532, 0.1792682073649704, 0.1864347839998755, 0.17941499979291642, 0.17263046333480445, 0.19370589982175881, 0.17860028464489683, 0.18129705581689637, 0.18565004359371862, 0.17503255601147655, 0.18816921572994172, 0.18356483769107346, 0.16416899364457002, 0.19412194019358503, 0.1639964497969392, 0.17859383692323486, 0.17911654651813824, 0.231424930299614, 0.20191243170641168, 0.18347593499339693, 0.1886438147736424, 0.16847967857522986, 0.18607552467060487, 0.17895525709350837, 0.19363757965630277, 0.15978642480830796, 0.16573720940851586, 0.19237174134367827, 0.20961533931736842, 0.1751325418529074, 0.1822726866073002, 0.21338367994183247, 0.18785640097412862, 0.1708431118428682, 0.18030452795093113, 0.18079359705444584, 0.15518941420392351, 0.1828695144461457, 0.18894554652998974]",0.1827399378047782,0.012419640893553416,120
