,region,ss_z,ss,ss_k,ss_null,ss_null_mean,ss_null_std,N
10,RSPv,-0.1289918952448503,0.23497685780870742,2,"[0.18847659932251365, 0.2174700600555756, 0.23532324039128352, 0.2577033497257148, 0.2660884373100614, 0.26218243235287314, 0.2501142090434679, 0.2250419454272258, 0.23617924363527856, 0.2662539910797721, 0.23987174175772905, 0.2651683952916293, 0.22989730370318423, 0.27432363402871723, 0.24364114520513663, 0.2788656412330622, 0.24939373099769752, 0.2015805953434991, 0.21431380088204455, 0.28374490104637196, 0.27927797209617855, 0.20767853632258287, 0.2405119334292198, 0.23900080571904225, 0.27552857785843476, 0.26086776123953415, 0.2591552590953735, 0.2774401844894151, 0.2242228530315679, 0.23882656804768568, 0.2541262454930826, 0.23864427223542659, 0.2874801688312721, 0.2655067755682102, 0.24931812644051887, 0.21704192778040876, 0.29217902439534954, 0.18440830548864637, 0.2252393429973413, 0.23604719771939717, 0.2568761768665314, 0.27045872523922154, 0.24610761656465435, 0.2403119143048102, 0.289131836441683, 0.22026646308116932, 0.23444913926565153, 0.2466868418320955, 0.2658595877647085, 0.19784014652257984, 0.1958480783978434, 0.21751641975723296, 0.28411460684699125, 0.1760499790687269, 0.2512339041695082, 0.27055040752613096, 0.23665123050758538, 0.21733620575087284, 0.27981591737754424, 0.21617252643940305, 0.18343133164361766, 0.2517024535969681, 0.16246316285816584, 0.2171223061869715, 0.2101258500444728, 0.23129632905770928, 0.2307191581535213, 0.20682126194426265, 0.23853285336584082, 0.21681193185938336, 0.2142767623137884, 0.2220355676160172, 0.22355164129799798, 0.24407731554695203, 0.1977348563157659, 0.23031198067054653, 0.2453587581853586, 0.22649034272122082, 0.25746161374367293, 0.23139260572924866, 0.20305002978900277, 0.25829303327725345, 0.23863023568532132, 0.22996364723148977, 0.2385840798709049, 0.23774048821912838, 0.23538666315692092, 0.2496288403189961, 0.2786184417163764, 0.24229068978108426, 0.21789541087303055, 0.2587463150714344, 0.2126153793748246, 0.23825392870787857, 0.22240582673963386, 0.23813897687232877, 0.2641975882314314, 0.20065924459865553, 0.23268694880333343, 0.2526185585316596]",0.2384353636953864,0.026811807672986753,87
11,RSPd,1.2443962211282902,0.2748416922961801,2,"[0.186053197265221, 0.21024627580047434, 0.21347546231274311, 0.21683385835083357, 0.2652412138685949, 0.25410136995795596, 0.23820353278423484, 0.2699433348535267, 0.23080792823192803, 0.22473936285191884, 0.2469382040537085, 0.2523569346867493, 0.24806585381554774, 0.23123873346459395, 0.2652940941273268, 0.2540595685126531, 0.2349568274434491, 0.3061106287102049, 0.232379485495094, 0.25259182674701663, 0.25502074501603067, 0.2422264606407913, 0.22561097679819161, 0.247593986489109, 0.23410207507895256, 0.2784152852812643, 0.2759326541081628, 0.2193713910519835, 0.21354881969306622, 0.2990775575427528, 0.21432092742940995, 0.2810629887609382, 0.27981611913826415, 0.2762013202427552, 0.19194589975171814, 0.3117989571928593, 0.2360804621908694, 0.2555250515297637, 0.25171931696935285, 0.2794931032227214, 0.19721804297561601, 0.2827706918893373, 0.26048259917767574, 0.2654223953938364, 0.2250250434391584, 0.2089479054769472, 0.31233783327806297, 0.2072164417735597, 0.24005283438042652, 0.21932457871443367, 0.23478588286698485, 0.2387986383493298, 0.2755180548099036, 0.2557436288988977, 0.2394324627761397, 0.25028942816490024, 0.24089309854717508, 0.28483750976725075, 0.2619957577350872, 0.21570461771924365, 0.22201698848680737, 0.2783447423642782, 0.24348209273982904, 0.20724654524503938, 0.22686826707868113, 0.22382193112686524, 0.2660690568388827, 0.23518227467011119, 0.19212045223127963, 0.2552150447066193, 0.24248889029760737, 0.26664669758017956, 0.22922767292568447, 0.23745625693846045, 0.2391388369787326, 0.2349255518445131, 0.2421935500095253, 0.20424185130609954, 0.24020773179722113, 0.19260435996459818, 0.19922553412055882, 0.22190067535576483, 0.19179762877645024, 0.25425737299075196, 0.22123876486312732, 0.2362300397086905, 0.1996591357648788, 0.2452791983422736, 0.2285252504700349, 0.24588216101972235, 0.19527788851360198, 0.21891534477806648, 0.274256952269989, 0.2297303977952841, 0.19754070601140605, 0.21341981177805472, 0.2200815496102329, 0.25193816738637337, 0.2276146388248158, 0.24896033194106112]",0.24020529583048847,0.027833897176485253,68
12,GU,0.06955519573377285,0.20165166676997878,4,"[0.16542734358740754, 0.1820638189552927, 0.199071668771958, 0.18704639375627852, 0.22234075359363137, 0.1993857023859454, 0.22156822414636257, 0.21098984302264703, 0.18721871780310587, 0.21156593224663123, 0.19876249898102502, 0.178061327116694, 0.2360310614668754, 0.21265889637455881, 0.1919344443112064, 0.2459965871584862, 0.2000858068437746, 0.23210197938327545, 0.20685148180031615, 0.17792763966866612, 0.22752639790530937, 0.18522512976672642, 0.2621852782435181, 0.22143886092403006, 0.16516609440856483, 0.1894870366564034, 0.23162331866890118, 0.19413089669792674, 0.20699960928451855, 0.21209144792062246, 0.21131657898597356, 0.22553178688526293, 0.2044325274762398, 0.205309975429622, 0.20403685397031252, 0.21952499593609937, 0.21265790186692057, 0.2326624778832775, 0.23089111466208176, 0.1889998972328288, 0.18651466034133465, 0.23111660781726173, 0.2010561255475216, 0.2000003443095638, 0.21120822263129438, 0.15020832815263313, 0.20879061040016286, 0.228365907284487, 0.19912459822777423, 0.21344209615000553, 0.19389253427108744, 0.23549840397549007, 0.22800219273935587, 0.17823662016109565, 0.20019139026620514, 0.2000056069828408, 0.17246314454811004, 0.16006879462963353, 0.1701274522306422, 0.23717872261019812, 0.1840954213639711, 0.17736444469988719, 0.19511030306278854, 0.23907584857490627, 0.20317392600218684, 0.1869429899255708, 0.19771101382754655, 0.21288637275397532, 0.19179811206603248, 0.16000210748605598, 0.22170577142141998, 0.15880717003774622, 0.1978972671527143, 0.19481915321724322, 0.19716049306986666, 0.17901439112107573, 0.20411027598250694, 0.19066517582894896, 0.2005745622872813, 0.16857116381885678, 0.1960467528376044, 0.16252387115222608, 0.20980118606356707, 0.19581591200031778, 0.17992342726781438, 0.18002210708264452, 0.175993472089184, 0.18597033421214243, 0.20422304524128865, 0.2291132255612896, 0.21266024502215256, 0.17002594350574765, 0.1860526922885198, 0.22116832586417032, 0.17372644582100608, 0.1893702372103467, 0.20908328094644663, 0.1940416938358511, 0.19605689832966505, 0.1768700550930708]",0.20013795780581614,0.02176270152349888,76
13,ORBl,-0.6561907691446444,0.21488648357872886,2,"[0.18809976729153766, 0.20701979646257695, 0.2056915812548727, 0.2184016301870726, 0.24442745895837378, 0.27082503601691227, 0.22414597978534276, 0.25444845728249127, 0.24957207033254816, 0.23060720834653578, 0.20471658398194545, 0.2421459867580544, 0.253498318986191, 0.20386347787798287, 0.2639327521954702, 0.23844410155377768, 0.23878205717389733, 0.30494294374536945, 0.2260043444972557, 0.24767900101476936, 0.2980045723694758, 0.2369840505219082, 0.19763469292148692, 0.2451527335849556, 0.20396150771963703, 0.28338755566853596, 0.24845455525059332, 0.23264335858475735, 0.20508980524543133, 0.24261971804715834, 0.2615419448918517, 0.2406263337926314, 0.2527417305581437, 0.2605514201284261, 0.24783047737760788, 0.22561445234396427, 0.27307011956171373, 0.20934790438357656, 0.22332648077095732, 0.22897353611579174, 0.2569688653737005, 0.24702452055294677, 0.27490809385673975, 0.2727355839855671, 0.24552754075335748, 0.21675793127432944, 0.2359213535448636, 0.272109563566918, 0.20448586451473566, 0.22840744234940205, 0.25596683603254505, 0.20016994296885837, 0.24259682378977784, 0.25692061109840125, 0.22790654104337704, 0.23767936888660554, 0.2057895762865094, 0.22977977399364088, 0.28233616191429517, 0.2458970741419038, 0.21643212626620018, 0.21914661716340167, 0.28539286268683256, 0.22729254063665869, 0.20873197831565005, 0.20688044144202425, 0.2246830264159708, 0.25336619229135454, 0.2256662649866142, 0.210441233495954, 0.23731199265585545, 0.2416965547150282, 0.26149713689721893, 0.22523597232669498, 0.22548977711928464, 0.20298593074387394, 0.24098329549927883, 0.24017865925010332, 0.18459357311434565, 0.20798858346913815, 0.2321397869092843, 0.1924499307424174, 0.19173674380892428, 0.21849852925508212, 0.2051753972198629, 0.20004096255024914, 0.20993521784209307, 0.1982782912607489, 0.2613947947268293, 0.20651195197729783, 0.1915324339912825, 0.22752574939102307, 0.1835757127104117, 0.22961481075038834, 0.2512327333230099, 0.20821199674399715, 0.1916812674552817, 0.24519403347473073, 0.22605523238381198, 0.21418331254250783]",0.23205658622020775,0.026166327612106473,67
14,AId,-1.4151030097518869,0.15085749295758571,4,"[0.1538053354891223, 0.1685817030993155, 0.19816275323972407, 0.17797445009472806, 0.17171975006929777, 0.18384064682048584, 0.17077051377857785, 0.18722254841290636, 0.18367930510132516, 0.20860733629257625, 0.15940120361778398, 0.15928869866483716, 0.19732118983314229, 0.16816677050925, 0.18509134637697555, 0.1990431094203951, 0.17808108382618146, 0.1671760675210877, 0.1667906972740797, 0.18509332160643896, 0.18175914126771542, 0.17306992001254995, 0.16573119645925574, 0.17090574485031773, 0.17836938799904756, 0.1776388125200078, 0.18252051922804205, 0.19964472155125865, 0.16947338817545454, 0.17442668146479334, 0.1517103893094662, 0.17939612994356843, 0.16497690426762313, 0.18844649890236725, 0.1592845968602258, 0.17410108794730375, 0.15899222516512815, 0.15385416615093436, 0.1487493995451701, 0.1580764355220731, 0.1666574139745893, 0.17486795097314353, 0.1616151404644665, 0.15065979508326255, 0.14642151866197883, 0.16333085617661866, 0.1595102230037554, 0.19341741650169042, 0.1637768543669279, 0.18538953560710114, 0.17257608095461513, 0.17255985786665345, 0.17223004071240477, 0.18728826920106043, 0.17404497246873515, 0.1663798037780263, 0.16028007086669005, 0.16689470497926717, 0.15237718885203724, 0.18219342607670985, 0.15706576989706317, 0.14934625008011776, 0.15319392113875233, 0.190704050447568, 0.2009335518743461, 0.1784228440441395, 0.1717080661387821, 0.1736633370288894, 0.15626258353403902, 0.1756659770362613, 0.1794178125619231, 0.19475132348275764, 0.14785703840781408, 0.13906090193299986, 0.21104997167517572, 0.16104986696851162, 0.17193213428055595, 0.16292974180421907, 0.15481896102155984, 0.17315334833962995, 0.19744957046547545, 0.17217321977297184, 0.188265442476839, 0.16891440196979834, 0.15770935162597477, 0.1682986361732478, 0.19189148370277825, 0.17958883292255293, 0.17040314790139202, 0.17016589476932048, 0.21360997294249115, 0.1782020256637289, 0.16938586653217902, 0.2109664835370323, 0.15445682351247123, 0.17840426733080353, 0.16105019574673385, 0.17463993161479185, 0.1899829657171202, 0.14769997805661492]",0.17299662242889688,0.01564488897185857,144
15,VISpm,0.354844089104163,0.22918864178647594,2,"[0.16126714935196546, 0.17088417501412553, 0.1885811442142284, 0.20160497430020635, 0.18620033199324132, 0.2611802143752452, 0.2286410779996151, 0.22840420233973927, 0.2199456354688644, 0.25149075109507174, 0.21169304432064742, 0.2071227560220462, 0.1658730729662217, 0.258905973632837, 0.22642626101224603, 0.21305746450801555, 0.17131932195049876, 0.2613736986474651, 0.21210959900269263, 0.24284130335895537, 0.198329069922526, 0.24852046450030846, 0.23667940649880673, 0.20832003376062305, 0.2540265095410304, 0.25486661349172174, 0.22863088965084086, 0.1756041768038565, 0.1738191263492931, 0.25646960171427396, 0.17567241014713397, 0.2460883299967952, 0.2565537629234083, 0.24807456849586007, 0.2019690840723357, 0.17849635997882363, 0.22465921128480076, 0.2558775307095089, 0.18715840488695765, 0.25100502920641726, 0.2501288148811771, 0.21365547166958956, 0.2770096012991872, 0.14396704446963926, 0.2669703397766919, 0.24700369374872566, 0.18930594227623618, 0.22897483151803055, 0.19383725917540973, 0.24706335280293457, 0.24553149171596328, 0.2233660908698766, 0.2499595038548625, 0.23395561643874835, 0.27071517446596605, 0.22108476261063648, 0.2041900170733983, 0.18209234488476309, 0.28798942790349613, 0.19347229515780673, 0.20683891372409863, 0.2097698177891123, 0.21203740415620476, 0.22189894079601355, 0.19540348737340227, 0.2331363297691364, 0.24291239726314962, 0.22014909631895543, 0.21272368034417846, 0.22970502564320908, 0.18662981977097667, 0.221073294289784, 0.2770049234852998, 0.18542481019414592, 0.2599179110652905, 0.2074109558126025, 0.22213840708740193, 0.2432388643405899, 0.25178231133140244, 0.1644491015697626, 0.15730564656304136, 0.20424451492182408, 0.1822226404073002, 0.2371645672218574, 0.23963243091766293, 0.19203517486935198, 0.16291561482181116, 0.22611433621576976, 0.1891901305307045, 0.23761617882449024, 0.22310758320691443, 0.1553488084798907, 0.21363940014707955, 0.20826078610672474, 0.2638933718775091, 0.18119061473139045, 0.2236168929963656, 0.1662105466338105, 0.18202695058851645, 0.22474708857209014]",0.21774144582861207,0.03225979045265592,54
16,PL,0.14720959487932087,0.201942065765384,4,"[0.1567668752403711, 0.20045174601876328, 0.19914368513312844, 0.19369074427430671, 0.20640753059674277, 0.2087685567048674, 0.1906166887635929, 0.1837179953664796, 0.21616916913847625, 0.20415982803682042, 0.18583067449016144, 0.20050980163699364, 0.21178611914363088, 0.21610604476268824, 0.197936840872267, 0.20970798865129944, 0.2081358837805561, 0.19473912540261923, 0.20752708397124814, 0.21092184534863284, 0.2191145922447589, 0.2071699761566132, 0.2040096952392287, 0.22553437210555025, 0.2094422723241862, 0.18518593261280852, 0.2217150927038533, 0.1879007645004343, 0.22692329743906148, 0.2010912499314879, 0.18595032553218496, 0.24013145163159977, 0.18327397148421692, 0.22231045347504216, 0.20138108238439706, 0.18301716177648109, 0.1798703047996386, 0.19549138238840166, 0.20829030679006968, 0.17560566334912792, 0.19618524247415603, 0.20446746893196044, 0.21236670292601692, 0.21281991026540178, 0.21615958625605708, 0.21317015927208466, 0.20809661281787722, 0.20193848194108874, 0.2201192621755229, 0.20263197500637617, 0.19882695521410074, 0.18411674091352495, 0.1643552488915133, 0.21209683684315647, 0.1918985518998384, 0.19564849290870306, 0.21660315865636648, 0.21808319033704127, 0.20075913335915152, 0.18997957453648762, 0.20659446068298154, 0.20816663690473777, 0.15256511791038468, 0.20660393490170526, 0.17200459257615205, 0.19539385709152884, 0.20280836790070086, 0.18945463847425245, 0.17169464102420015, 0.21711791355476656, 0.20820473523729913, 0.19693242010112136, 0.1675046016513414, 0.16777024005237864, 0.18227413365517994, 0.19050541146313046, 0.17672637082525106, 0.2067587536397917, 0.20555221336123713, 0.2101059458107062, 0.19916989297470467, 0.18870589039233562, 0.18326019554402323, 0.21958781578042735, 0.18158363537837316, 0.19192336349722305, 0.19048871714881838, 0.19849999349575004, 0.18309460544200284, 0.20655622339656418, 0.2471240500188902, 0.19931579532454394, 0.19265774407522238, 0.19527041281128849, 0.19158290700830086, 0.21208425745901469, 0.18873845941868014, 0.20903510450560733, 0.22099414070355602, 0.1929453352588555]",0.19954184388282242,0.016304792391618465,85
17,VISa,2.063712669712359,0.1670904642493009,3,"[0.1484030909941153, 0.15886906565210226, 0.15337202021750163, 0.14611649116157013, 0.16203527701564457, 0.1606699696813533, 0.1579580728026382, 0.16094778124711334, 0.15367309751831087, 0.14652352294955318, 0.1473491738136082, 0.15036251204381176, 0.15656606933706838, 0.15671863479723508, 0.15470870192965344, 0.14280429357516072, 0.16471673135611606, 0.15132228269305675, 0.15359782942645617, 0.14637466617882652, 0.15270956855403114, 0.158039142749271, 0.15144714441951362, 0.15598889072625724, 0.15447394182166213, 0.15732080861987996, 0.15665064559717015, 0.15220150838495924, 0.14814482314766964, 0.1577686497454753, 0.16616596352150406, 0.14950706885717036, 0.16230171942396307, 0.14491427114113115, 0.1519578650310923, 0.15373017262808497, 0.14870224780531693, 0.150398816520264, 0.14656705957717134, 0.14667756889651543, 0.1499107465309516, 0.15136075447940758, 0.16077770611731437, 0.1523095710312962, 0.156538445052088, 0.14595796583918608, 0.15097656770530835, 0.14530930799521738, 0.1600515566052534, 0.15785087682484322, 0.14991865055575967, 0.15288934564146522, 0.14932391992249555, 0.1460969134687905, 0.15010464128563727, 0.15033933126915708, 0.15819743165594333, 0.16617625036244016, 0.15186083386840382, 0.14532852211342678, 0.1494566346238687, 0.15214152839040113, 0.1529569791452887, 0.15529221965953371, 0.1551420140252145, 0.14860949449660033, 0.15814234011840142, 0.14956109571421672, 0.15132221636792076, 0.16420510519575893, 0.15611051568551637, 0.14315368633850079, 0.1581421005608475, 0.15922422844521578, 0.15778172490658854, 0.17371556387024079, 0.1548006777696651, 0.1425101815994351, 0.16078141765376067, 0.1503359766918889, 0.1585642546493475, 0.13995120302147188, 0.16370075551712546, 0.15778870485393556, 0.1660079638953914, 0.1575216145716277, 0.15158925763500608, 0.13486370681160134, 0.15164273576733137, 0.1523947632197458, 0.1606915536557274, 0.16046700219301918, 0.15009217618742607, 0.15590817772621085, 0.160547972445046, 0.15986374493561742, 0.1607169464118687, 0.15622734550745546, 0.15283553994129354, 0.16014452569420332]",0.153949421457827,0.0063676707442540965,316
18,MOs,1.6100161241622344,0.16183551616230796,3,"[0.1402155398544892, 0.14625753368789043, 0.1536796874749903, 0.154351169037547, 0.14971352755207398, 0.15516008979380583, 0.1552838248253265, 0.1544358128462163, 0.1436024336649551, 0.16345434542573184, 0.15176087486343706, 0.15341844821598857, 0.1387960143530812, 0.14035728629200406, 0.14513047020592373, 0.14459625581198873, 0.1396552287496798, 0.1552963207972535, 0.14370853905087957, 0.14691088801135965, 0.15885359741189822, 0.14205173059393403, 0.15704775581668812, 0.14301749719678408, 0.1387106363419334, 0.16078116724234193, 0.1363090454634899, 0.14544680506158458, 0.14821709414122528, 0.14915487065097, 0.13979790649657592, 0.14275743220680828, 0.14548238384668408, 0.15149915161687189, 0.1528805837153369, 0.15499484186047033, 0.1442628034593476, 0.1401902906823914, 0.14240810569148216, 0.1503132740199243, 0.14844052373182823, 0.1433511634945766, 0.1406959819588556, 0.13211145873733204, 0.13951700320551555, 0.15080588756541985, 0.14645560145257594, 0.1612227525207901, 0.1491661626543002, 0.1445541115523506, 0.152583444872231, 0.14627015320660744, 0.1417593202892403, 0.14644913694143027, 0.14263496396962388, 0.14875775732732593, 0.14944846459037794, 0.15380231782577738, 0.1637684946145328, 0.15387405352220354, 0.15443279052536968, 0.1656234599575532, 0.15789920696037837, 0.14097377953235193, 0.15759753857540243, 0.14817140968088502, 0.1554705369604099, 0.14764045156108396, 0.15302420357252272, 0.15874183523047453, 0.1598444749627851, 0.14262706213583187, 0.13754600249120086, 0.14660839395618963, 0.15488542549852166, 0.162614395696529, 0.14929650351908016, 0.15744108724408373, 0.1670819072888655, 0.1614461282482911, 0.1592819884948354, 0.15053688843231974, 0.15735355158350606, 0.15811284806016718, 0.1433568440051328, 0.15889917333194548, 0.14555009533216703, 0.1408012541225036, 0.14177321199152607, 0.1444051952105637, 0.14638222078946422, 0.1506908854377019, 0.1598420079364536, 0.15099049247204285, 0.16231880596671522, 0.1447952243094478, 0.1541760907667719, 0.15711695598422531, 0.1510838907131188, 0.14049228406389572]",0.14972556520666574,0.0075216333388857075,383
19,ACAd,-0.6757397582738166,0.1978827491772797,2,"[0.1708128696735283, 0.20892841532502843, 0.21672083404149736, 0.2376611297886904, 0.23114313884945142, 0.2057309629437218, 0.23016481986224382, 0.21386635316191474, 0.2295433556515728, 0.23696498875953498, 0.2147834589584752, 0.24937037065704556, 0.18663693444575666, 0.2001248152371381, 0.24102220360030166, 0.1924725305979439, 0.2282959715408222, 0.2243253274413789, 0.22923800381533865, 0.20781986647572512, 0.22882863553160812, 0.19607905492877797, 0.23255462548157266, 0.23256982338226573, 0.23916610833708568, 0.18988402478781954, 0.22633223107249098, 0.20357328887771756, 0.19793002029083143, 0.23095809267229647, 0.21734037624849764, 0.2172321078268735, 0.23550445324581487, 0.20415064833477062, 0.21198861722129567, 0.19805416383244984, 0.1860613303263777, 0.23045185250407144, 0.18830575434929867, 0.2095891205155415, 0.2467784549781858, 0.18889789443809638, 0.21670679943013732, 0.1936716141280761, 0.20879745247593748, 0.17786280842594648, 0.19705771108562006, 0.194096200055235, 0.20648896563720331, 0.22306929883930346, 0.18922182303502438, 0.17278056557332813, 0.21381844141667178, 0.17922872665164402, 0.20755453159997936, 0.20332380915337733, 0.2358736302947389, 0.2140474012492591, 0.1955449178622395, 0.22472357525219291, 0.20370983513104876, 0.23107395804826467, 0.19608568004262886, 0.22895261774959347, 0.21653998026335236, 0.2152815856437999, 0.23205460639076023, 0.1943216827475366, 0.1877077652194452, 0.23812348373792905, 0.1746285193379727, 0.21989615163354476, 0.2158424378660754, 0.17926450136245572, 0.20237567232717296, 0.16442587748560825, 0.21839380318608756, 0.25494966852570816, 0.22115788795221583, 0.20561700635880253, 0.2295722741329015, 0.20926801778453227, 0.18099094425399107, 0.2171575277308481, 0.21629502075165774, 0.23423406326970236, 0.19064945497817423, 0.16392784119821938, 0.18993917430175528, 0.2528375302931966, 0.18888923552841957, 0.21824913835066212, 0.21225517807123723, 0.20425140128834826, 0.2100739910733838, 0.2257307848167335, 0.24177631588543216, 0.1969060078869527, 0.227998095852719, 0.2324305559519616]",0.21165560576587591,0.020381894686467932,120
